id,region,display_name,program_count,programs_normalized,merged_row_count,source_lines
7efec9224558be45,Est,ECOLE DE SAGES- FEMMES DE BERTOUA,1,Sages-femmes/Maïeuticiens,1,535
8f7a3478bd971035,Est,ECOLE DES INFIRMIERS DIPLOMES D'ETAT DE BERTOUA,1,Infirmiers,1,252
1056e0898ea2c495,Est,"ECOLE PRIVEE ""FONDATION DOCTEUR YELE"" DE BERTOUA",1,Analyses Médicales,1,61
8e03c549d68b5c30,Est,ECOLE PRIVEE CATHOLIQUE DE FORMATION DU PERSONNEL PARAMEDICAL DE BATOURI,2,Analyses Médicales | Infirmiers,2,63 | 253
345a99a6d4cd6808,Est,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FONDATION EVA POUR LA SANTE A L'EST,1,Infirmiers,1,254
5c7e0661b0d758a2,Est,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FONDATION EVA POUR LA SANTE D'AKOK MAKA,1,Sages-femmes/Maïeuticiens,1,536
6a52185a31f55151,Est,ECOLE PRIVEE DES PERSONNELS SANITAIRES DE L'EST (EPPSE),2,Infirmiers | Odontostomatologie,2,255 | 460
1ef6c6d1aefd1cd8,Est,ECOLE PRIVEE MEDICO-SANITAIRE DE DOUMAINTANG,2,Analyses Médicales | Infirmiers,2,65 | 256
1aa1c5eba0b13da5,Est,INSTITUT PRIVE FANG DE MESSAMENA,2,Analyses Médicales | Infirmiers,2,67 | 257
31a351635c4ba7fc,Extrême-Nord,COMPLEXE BILINGUE DE FORMATION INTERDISCIPLINAIRE EN SCIENCES DE LA SANTE COBIFISS DE LITTORAL MAROUA,1,Sages-femmes/Maïeuticiens,1,545
b3eb395b9d85ab6c,Extrême-Nord,COMPLEXE BILINGUE DE FORMATION INTERDISCIPLINAIRE EN SCIENCES DE LA SANTE COBIFISS DE MAROUA,2,Analyses Médicales | Infirmiers,2,68 | 258
bde66f362c8c1df9,Extrême-Nord,ECOLE DE FORMATION AUX METIERS DE LA SANTE (EFMS) DE MAROUA,3,Analyses Médicales | Infirmiers | Odontostomatologie,3,72 | 261 | 461
f08938d5b1ce0f1e,Extrême-Nord,ECOLE DE FORMATION DES PERSONNELS DE SANTE FONDATION BOBUIN DE DOUALA,1,Sages-femmes/Maïeuticiens,1,555
848876092d35c0e2,Extrême-Nord,ECOLE DES INFIRMIERS DIPLOMES D'ETAT DE MAROUA,1,Infirmiers,1,262
5b422f4826536bb1,Extrême-Nord,ECOLE DES INFIRMIERS DIPLOMES LA ROCHE DE SOUZA,1,Sages-femmes/Maïeuticiens,1,558
9f77a6a3b61dd6ed,Extrême-Nord,ECOLE DES SAGES FEMMES MAIEUTICIENS DE DOUALA,1,Sages-femmes/Maïeuticiens,1,553
