official_id,official_name,region,locality,status,duplicate_of_establishment_id,match_type,match_reason
6IC1GSAD102292113,CES de BANGTAKPA,SUD-OUEST,3RD CLASS BANTAKPA,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6IC1GSAD102130104,CES de BODAM,SUD-OUEST,3RD CLASS BODAM,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6IC1GSAD102246113,CES de TAKAMANDA,SUD-OUEST,TAKAMANDA,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6IC1GSAD111824107,Lyce d'AKWAYA,SUD-OUEST,AKWAYA,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6IC1GSAD111360111,Lyce de KAJIFU,SUD-OUEST,3RD CLASS KAJIFU,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6IE1GSBD101648109,CES Bilingue d'OKOROBA,SUD-OUEST,OKOROBA,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6IEGSBD102697114,CES Bilingue de NTENAKO,SUD-OUEST,NTENAKO,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6IE1GSAD102252113,CES d'ABAT,SUD-OUEST,ABAT,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6IE1GSAD100116113,CES d'AKAK,SUD-OUEST,AKAK,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6IE1GSAD101162108,CES d'AYUKABA,SUD-OUEST,AYUKABA,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6IE1GSAD101157110,CES d'EKOK,SUD-OUEST,3RD CLASS CHIEFDOM,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6IE1GSAD102293113,CES d'OTU,SUD-OUEST,OTU,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6IE1GSAD101169112,CES de BABI,SUD-OUEST,BABI,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6IE1GSAD101838102,CES de BAKOGO,SUD-OUEST,BAKOGO,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6IC1GSAD101210108,CES de BATABI-BALU,SUD-OUEST,BATIBI-BALU,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6IE1GSAD101848112,CES de MFUNI,SUD-OUEST,MFUNI,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6IE1GSBD112050098,Lyce Bilingue d'EYUMOJOCK,SUD-OUEST,EYUMOJOCK,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6IE1GSAD111651113,Lyce d'AFAB,SUD-OUEST,AFAB,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6IE1GSAD111994107,Lyce d'OSSING,SUD-OUEST,OSSING,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6IE1GSAD112042099,Lyce de KEMBONG,SUD-OUEST,KEMBONG,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6IH1GSAD101112112,CES d'EGBEKAW,SUD-OUEST,3RD CLASS Mamfe,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6IH1GSAD101034110,CES d'ESHOBI,SUD-OUEST,ESHOBI,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6IH1GSBD111868099,Lyce Bilingue de MAMFE,SUD-OUEST,MAMFE,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6IH1GSAD111951107,Lyce de BACHUO-NTAI,SUD-OUEST,BACHUO NTAI,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6IH1GSAD111900076,Lyce de MAMFE,SUD-OUEST,MAMFE,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6IH1GSAD111023115,Lyce de NCHANG,SUD-OUEST,NCHANG,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6II1GSBD100656110,CES Bilingue de BAKEBE,SUD-OUEST,BAKEBE,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6II1GSAD100652110,CES d'AKATATI-TALI II,SUD-OUEST,TALI II,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6II1GSAD101878112,CES d'AYUKABA-BETIEKU,SUD-OUEST,3RD CLASS AYUKABA-BETIEKU,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6II1GSAD100520106,CES d'EBEAGWA,SUD-OUEST,EBEAGWA,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6II1GSAD101957104,CES de MBINJONG,SUD-OUEST,MBINJONG,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6II1GSAD100628108,CES de MFAITOK-1A,SUD-OUEST,3RD CLASS MFAITOK-IA,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6II1GSAD100138111,CES de NCHEMBA II,SUD-OUEST,NCHEMBA II,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6II1GSAD100100109,CES de NYENEBA,SUD-OUEST,NYENEBA,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6II1GSAD100500109,CES de SABES,SUD-OUEST,SABES,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6II1GSAD100523109,CES de SUMBE,SUD-OUEST,SUMBE,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6II1GSAD110050112,Lyce de KENDEM,SUD-OUEST,KENDEM,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6II1GSAD110027099,Lyce de TINTO,SUD-OUEST,TINTO,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JC1GSAD101712112,CES d'EDIKI-BEKOLI,SUD-OUEST,KONYE,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JC1GSAD102431109,CES d'IBEMI,SUD-OUEST,IBEMI,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JC1GSAD102435110,CES d'ILLEH-LOBANGE,SUD-OUEST,Konye,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JC1GSAD100584111,CES de BADUMA,SUD-OUEST,BADUMA,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JC1GSAD100539108,CES de KOBA,SUD-OUEST,KOBA,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JC1GSAD100559107,CES de MBAKWA-SUPE,SUD-OUEST,MBAKWA SUPE,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JC1GSAD100470112,CES de WONE,SUD-OUEST,KONYE,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JC1GSAD110597115,Lyce de DIONGO,SUD-OUEST,Diongo,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JC1GSAD110418103,Lyce de KONYE,SUD-OUEST,KONYE,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JC1GSAD110110113,Lyce de MATOH,SUD-OUEST,MATOH,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JE1GSBD111888105,Lyce Bilingue de KUMBA,SUD-OUEST,KUMBA,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JE1GSAD111961108,Lyce de KAKE,SUD-OUEST,KAKE I,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JI1GSAD111737113,Lyce de KUMBA-MBENG,SUD-OUEST,BAFAW,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JE1GSAD110465113,Lyce de NKAMLIKUM,SUD-OUEST,BAFAW,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JH1GSAD100457111,CES de FIANGO,SUD-OUEST,EKEMBA,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JH1GSBD110473109,Lyce Bilingue de KOSALA,SUD-OUEST,Kosala,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JI1GSAD111818082,C.C.A.S. de KUMBA,SUD-OUEST,3RD CLASS,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JI1GSAD101744111,CES de KANG-BAROMBI,SUD-OUEST,BAROMBI,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JI1GSBD112035111,Lyce Bilingue de MAMBANDA-KUMBA,SUD-OUEST,MAMBANDA,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JI1GSAD111732112,Lyce de MALENDE-KUMBA,SUD-OUEST,MALENDE,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JJ1GSBD102714114,CES Bilingue de BEKONDO,SUD-OUEST,BEKONDO,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JJ1GSAD100889110,CES de BAI-KUKE,SUD-OUEST,MBONGE,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JJ1GSAD100955110,CES de BAI-MANYA,SUD-OUEST,,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JJ1GSAD100817110,CES de BAI-PANYA,SUD-OUEST,BAI-KUKE,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JJ1GSAD100881110,CES de BAKUMBA,SUD-OUEST,Bakumba,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JJ1GSAD100884109,CES de BIG-BUTU,SUD-OUEST,BIG BUTU,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JJ1GSAD101863104,CES de BIG-NGANJO,SUD-OUEST,BIG NGANJO,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JJ1GSAD100915110,CES de BOA-BAKUNDU,SUD-OUEST,MBONGE,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JJ1GSAD100828107,CES de BOKOSSO,SUD-OUEST,BOKOSSO,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JJ1GSAD100943110,CES de BOLE,SUD-OUEST,BOLE BAKUNDU,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JJ1GSAD100813110,CES de BOMBELE-MBONGE,SUD-OUEST,MBONGE,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JJ1GSAD100767106,CES de KOTTO-BAROMBI,SUD-OUEST,KOTTO BAROMBI,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JJ1GSAD101189110,CES de MARUMBA II,SUD-OUEST,MARUMBA,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JJ1GSAD100635111,CES de MBALANGI,SUD-OUEST,MBALANGI,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JJ1GSAD101906100,CES de NGWANDI,SUD-OUEST,NGWANDI,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JJ1GSAD100738109,CES de SMALL-EKOMBE,SUD-OUEST,SMALL EKOMBE,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JJ1GSBD110698115,Lyce Bilingue de BOMBE-BAKUNDU,SUD-OUEST,BOMBE-BAKUNDU,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JJ1GSBD110022111,Lyce Bilingue de MBONGE,SUD-OUEST,MBONGE,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JJ1GSAD111717113,Lyce d'EKOMBE-BONJI,SUD-OUEST,MBONGE,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JJ1GSAD110951115,Lyce de BANGA-BAKUNDU,SUD-OUEST,BANGA BAKUNDU,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JJ1GSAD111319111,Lyce de BEKONDO-MBONGE,SUD-OUEST,BEKONDO,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JJ1GSAD111892112,Lyce de FOE-BAKUNDU,SUD-OUEST,Foe Bakumdu,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6JJ1GSAD110423106,Lyce de KOMBONE-MBONGE,SUD-OUEST,,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6KC1GSAD101048110,CES de BEKUMU I,SUD-OUEST,Bamusso,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6KE1GSAD110221108,Lyce de DIKOME-BALUE,SUD-OUEST,DIKUME BALUE,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6KE1GSAD101098110,CES de BETENGE-BALUE,SUD-OUEST,BETENGE,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6KE1GSAD100878106,CES de BONJI-BALUE,SUD-OUEST,BONJI,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6KE1GSAD100498109,CES de DIFENDA-BALUE,SUD-OUEST,BALUE,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6KH1GSAD102068109,CES de KUMBE-BALUE,SUD-OUEST,KUMBE-BALUE,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6KH1GSAD100871109,CES de BONGONGO I,SUD-OUEST,BONGONGO I,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6KH1GSAD101304109,CES de FUNGE-BALOND,SUD-OUEST,BALONDO,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6KH1GSAD100042110,CES de KITA-BALUE,SUD-OUEST,LOWER BALUE,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6KH1GSAD100134112,CES de LOBE-ESTATE,SUD-OUEST,BALONDO -ESTATE,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6KH1GSAD100452110,CES de LOBE-TOWN,SUD-OUEST,BAKUNDU,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6KH1GSBD111323098,Lyce Bilingue d'EKONDO-TITI,SUD-OUEST,BALONDO,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6KH1GSAD111327113,Lyce de BAFAKA-BALUE,SUD-OUEST,,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6KC1GSAD112106100,Lyce de BAMUSSO,SUD-OUEST,MBONGO BALONDO,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6KH1GSAD110400111,Lyce de BEKORA-BAROMBI,SUD-OUEST,BEKORA BAROMBI,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6KH1GSAD110940107,Lyce de BISORO-BALUE,SUD-OUEST,BISSORO BALUE,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6KI1GSAD100838109,CES d'IDABATO,SUD-OUEST,IDABATO,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6KJ1GSBD110661109,Lyce Bilingue d'ISANGUELE,SUD-OUEST,AMOTO,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6KK1GSAD102125110,CES de BARACKS,SUD-OUEST,BARRACKS,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6KL1GSAD100513107,CES d'EKON II,SUD-OUEST,ERAD,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6KL1GSAD100130107,CES de BULU-CAMP,SUD-OUEST,,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6KL1GSAD100507103,CES de MEKA-NGOLO,SUD-OUEST,MEKA,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6KL1GSBD112466103,Lyce Bilingue de MUNDEMBA,SUD-OUEST,MANJA,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6KM1GSAD100529110,CES de MADIE-NGOLO,SUD-OUEST,NGOLO,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
6KM1GSAD100934098,CES de TOKO,SUD-OUEST,NGOLO,ready,,NEW_CANDIDATE,aucune correspondance production trouvée
